problem_vertices,problem_initial_fires,problem_lambda,problem_defense_limit,problem_burning_limit,problem_edge_probability,problem_graph_density,solution_feasible,solution_objective,solution_runtime,solution_vertices_saved,solution_success_rate,solution_defended_vertices,strategy_total_actions,strategy_movements,strategy_reinforcements,strategy_unique_positions,strategy_total_travel_distance,strategy_avg_travel_distance,strategy_mobility_ratio,created_at,problem_file,instance_id
10,1,2,3,3,0.25,0.3111111111111111,True,8.0,7.8871307373046875,2.0,20.0,3,9,2,7,3,2.911488630429782,1.455744315214891,0.2222222222222222,2025-08-01T11:04:41.404850,.\mfp_n10_lambda2_b1_20250801_110441_problem.json,0
